root_id,cell_type,x,y,z
720575940631213686,R1-6,835324,66.08,80.4
720575940621836897,R1-6,862896,41.4,491.6
720575940620102193,R1-6,859596,447.4,310.4
720575940624456388,R1-6,863224,430.78,150.8
720575940624686855,R1-6,808316,91.42,80.6
720575940629213801,R1-6,811920,316.04,37.8
720575940617885243,R1-6,803240,15.74,106.4
720575940625634748,R1-6,855632,372.02,181.6
720575940612709489,R1-6,809596,429.66,72.6
720575940637087095,R1-6,817084,181.2,112.4
720575940620772437,R1-6,805516,500.22,76.8
720575940628642044,R8,840248,113.38,354.6
720575940619802166,R1-6,850880,282.58,154.6
720575940626426701,R8,822640,344.2,246.4
720575940611986602,R1-6,828672,102.66,98.8
720575940640040270,R1-6,844964,287.8,142
720575940633668179,R1-6,841148,39.9,204.6
720575940626097241,R1-6,877780,480.98,183.2
720575940619742878,R1-6,861576,441.45,185.7
720575940609209180,R7,827112,259.16,81
720575940629948519,R1-6,818852,48.74,119
720575940637443214,R1-6,806892,405.62,61.8
720575940624192550,R1-6,872588,318.12,452.4
720575940640344629,R1-6,805668,462.25,77
720575940616850444,R1-6,858592,481.26,193
720575940623749645,R1-6,852876,285.62,154.4
720575940627229461,R1-6,878128,458.08,290.4
720575940660931713,R7,841364,179.16,406.2
720575940618682964,R1-6,856544,16.74,452
720575940624375274,R1-6,850312,218.96,168.8
720575940619277120,R1-6,812904,19.2,130.6
720575940627211522,R8,849920,343.18,297.6
720575940627418969,R1-6,847744,317.22,82
720575940639939261,R1-6,850348,366.32,142
720575940619064389,R1-6,867308,307.16,436.6
720575940630718464,R1-6,814608,240.84,125.8
720575940629380201,R1-6,874012,44.98,443.6
720575940611491960,R1-6,806420,90.72,85.4
720575940616412127,R1-6,872676,168.8,336
720575940613826019,R1-6,829372,47.28,65.2
720575940627866245,R1-6,871400,452.14,268.8
720575940642000692,R1-6,875684,199.66,481.2
720575940622088112,R1-6,855309.3333333334,42.946666666666715,227.46666666666664
720575940632433219,R1-6,860200,467.56,350.6
720575940616297119,R1-6,811980,504.16,21.4
720575940628382376,R1-6,855132,131.12,164.8
720575940618185105,R1-6,870160,474.7066666666666,251.66666666666663
720575940625662707,R1-6,836516,182.14,120.2
720575940628799050,R1-6,860484,25.82,223.8
720575940617804427,R1-6,867708,384.04,425.2
720575940618485945,R8,823148,34.18,292
720575940616839180,R1-6,805484,420.28,19.2
720575940607909554,R8,823460,133.78,290.4
720575940619751734,R1-6,822208,372.46,93.2
720575940617528662,R1-6,878552,247.3,446.2
720575940621853701,R1-6,865612,75.48,186
720575940633678756,R1-6,829620,105.7,60.3
720575940621974710,R1-6,845368,240,143.6
720575940623649379,R1-6,816268,45.1,122.4
720575940644366240,R1-6,835436,43.36,212.4
720575940630043495,R1-6,858184,452.3,139.8
720575940618773531,R1-6,839212,384,50
720575940644792264,R1-6,844660,68.92,222.6
720575940625750164,R7,798960,51.06,228.8
720575940630784000,R1-6,854956,483.68,227.4
720575940632482105,R8,836184,425.42,286.4
720575940628390404,R8,740908,103.52,169
720575940619745438,R1-6,852014,346.78,72
720575940630238567,R8,838460,363.58,404.6
720575940624483475,R7,842008,284,276.5
720575940629373995,R1-6,867572,458.6,285
720575940627826057,R1-6,871976,397.92,423.4
720575940609229835,R1-6,860336,83.7,268.6
720575940629542928,R7,829032,243.08,314.8
720575940611480696,R1-6,801628,467.56,67.2
720575940631050204,R1-6,812736,93.58,80.6
720575940640579124,R1-6,877686,166.94,320.1
720575940621283675,R1-6,881172,325.28,280.8
720575940632812615,R1-6,871036,368.7,384.2
720575940646200686,R1-6,812976,141.68,56
720575940613619353,R1-6,840404,254.86,142.2
720575940625775655,R1-6,854080,376.64,173.6
720575940621680481,R8,780816,480.86,166.2
720575940620728405,R1-6,875984,402.94,403.4
720575940639403317,R1-6,881156,284.26,319.2
720575940640910464,R1-6,855240,31.34,216.2
720575940622366704,R7,833072,24.8,470.4
720575940633101260,R7,837904,72.28,356.6
720575940613895395,R1-6,852476,224.18,164.8
720575940628437562,R1-6,872852,393.72,274.2
720575940637330574,R1-6,846072,178.92,133.8
720575940650505081,R8,830876,400.06,206.8
720575940637042533,R8,826924,143.88,281.3
720575940621832801,R1-6,823056,160,55.6
720575940612696177,R1-6,871816,379.82,216.2
720575940625812408,R7,818184,67.6,307.2
720575940628970183,R1-6,863120,348.32,240.6
720575940617999931,R8,810878,504.26,216.3
720575940631380086,R1-6,845016,56.46,210.8
720575940605822176,R8,835400,353.24,332.8
720575940628396049,R1-6,865728,3.06,432.8
720575940623123532,R1-6,845752,193.26,171
720575940618878747,R1-6,859768,486.86,152.6
720575940625853479,R1-6,853820,377.68,161.4
720575940622760798,R1-6,849000,192.26,189.2
720575940644545952,R1-6,868224,397.76,191.4
720575940621949249,R1-6,834340,169.58,116.6
720575940616853947,R1-6,818540,7.06,76.8
720575940624073510,R8,845744,170.28,348.4
720575940607647433,R1-6,855180,472.62,127.6
720575940624286698,R8,823444,159.08,297.4
720575940640419133,R1-6,867356,98.76,248.8
720575940642206683,R1-6,836732,91.4,80.4
720575940638214878,R8,827000,376.76,252.2
720575940618455074,R8,827768,380.98,283.4
720575940630420727,R1-6,873960,456.52,296.2
720575940636344056,R1-6,853704,362.71,174.5
720575940624028515,R8,858428,400.02,80.6
720575940639370310,R1-6,805562,222.54,68.5
720575940609630987,R1-6,841860,487.2,84.4
720575940642117621,R1-6,854504,252.42,135.2
720575940628426257,R7,822704,57.86,271.8
720575940625877762,R1-6,814944,151.44,109.2
720575940618576866,R1-6,845876,506.16,109.6
720575940638875967,R1-6,808638,21.98,109.6
720575940625165897,R8,833768,292.76,306.2
720575940615781179,R7,820888,98.56,299.2
720575940623796041,R1-6,868458,142.99,198.8
720575940629612075,R8,833816,276,254
720575940620718727,R8,819284,438.4,242.2
720575940629012732,R7,831632,304.92,370.4
720575940659627649,R1-6,864144,159.64,177.8
720575940625170155,R1-6,840264,414.12,64.2
720575940618574493,R8,763878.6666666666,458.45333333333343,139
720575940614921523,R1-6,864880,374.98,215.2
720575940638280414,R1-6,803836,244.24,23
720575940626896528,R1-6,799952,292.68,89.2
720575940633358796,R1-6,834200,368.24,2.6
720575940622940492,R1-6,849384,52.48,272.2
720575940640432755,R1-6,843720,301.96,146.2
720575940614750127,R1-6,817284,180.64,79
720575940626044348,R8,818732,62.2,297.4
720575940631908114,R1-6,845876,27.04,278.4
720575940612091342,R1-6,811784,175.52,50.8
720575940621670235,R1-6,845320,296.26,122.2
720575940627785597,R1-6,853060,311.5,112.6
720575940629544195,R8,827936,93.5,297.2
720575940627912884,R1-6,880780,301.68,437
720575940609853653,R1-6,866112,410.96,172.4
720575940605869228,R1-6,814908,70.52,127.8
720575940623289565,R1-6,817524,188.71,20.3
720575940609059164,R1-6,802332,98.76,80.6
720575940630671932,R1-6,850120,0.8,268
720575940634328290,R7,816900,489.44,263
720575940633974483,R1-6,844320,68.4,80.4
720575940623123881,R7,822552,299.9,297.1
720575940631182807,R1-6,865484,304.14,451
720575940607977858,R1-6,804452,283.1,37.8
720575940611293230,R1-6,858020,504.58,185.2
720575940622245759,R1-6,888688,469.04,230.6
720575940613206169,R1-6,859704,70.58,472.2
720575940607965570,R1-6,823696,160,81.4
720575940627730584,R1-6,867904,498.02,331.6
720575940634840857,R1-6,882156,369.58,339.8
720575940635005347,R1-6,871076,443.6,210.8
720575940629040134,R1-6,865280,360.7,161.8
720575940625299947,R1-6,854888,112.66,188.2
720575940612863450,R1-6,837936,323.58,121.6
720575940621728865,R1-6,817964,375.94,121
720575940648335748,R8,839396,369.26,234.4
720575940624937707,R1-6,861924,8.58,277.4
720575940620159192,R1-6,867868,488.48,270.8
720575940624795829,R8,847644,326.4,335.6
720575940621545819,R7,796312,496.37,209.9
720575940623258845,R1-6,841612,89.08,149.2
720575940631290063,R1-6,865872,163.02,475.4
720575940613305829,R1-6,816768,195.08,59.2
720575940626039373,R1-6,844428,413.5,72.2
720575940640499315,R1-6,826336,160.18,81.4
720575940628905379,R1-6,865024,362.64,224.6
720575940612989170,R1-6,818656,493.76,94
720575940615939178,R1-6,823968,341.1,110
720575940622044336,R1-6,824840,476.28,34.8
720575940632318250,R1-6,812392,408.09,30.6
720575940611527800,R1-6,843648,399.52,79.2
720575940631228665,R7,781412,294.24,123.4
720575940627720329,R1-6,877216,445.76,372.2
720575940624260390,R7,816676,475.48,215
720575940614937666,R8,830236,147.88,297.4
720575940619821470,R1-6,875460,439.44,405.6
720575940628733205,R1-6,815170,291.76,43.1
720575940626891838,R1-6,808504,170.2,50.2
720575940616093855,R7,819120,198.78,160.8
720575940606313918,R1-6,869444,116.12,307.6
720575940614704424,R1-6,867120,89.78,478.4
720575940626711226,R1-6,812152,229.88,125.8
720575940612747889,R1-6,864048,473.72,310.4
720575940618266001,R1-6,823466,177.25,78.1
720575940632038219,R1-6,810872,119.22,80.6
720575940612489365,R1-6,851840,272.84,37
720575940637374606,R1-6,848284,461.62,127.6
720575940613064434,R1-6,881216,191,433.2
720575940638645823,R1-6,854120,146.52,202.6
720575940608918108,R8,834996,498.88,282.6
720575940632101906,R1-6,819600,471.86,21.4
720575940614661416,R1-6,844916,82.1,215.8
720575940628463176,R1-6,844740,3.6,193
720575940621543083,R8,843552,314.55,258.3
720575940618179165,R1-6,872064,306.42,395.6
720575940615352482,R1-6,800308,73.08,80.6
720575940622889310,R1-6,855728,489.54,127.6
720575940615858143,R1-6,864944,468.36,260.6
720575940624447722,R1-6,816572,416.42,71.4
720575940627243609,R1-6,866332,429.38,349.6
720575940622614260,R7,827700,417.86,293
720575940627134210,R1-6,804300,92.06,145
720575940628849404,R1-6,797932,429.58,1.6
720575940621324564,R8,756792,229.24,174.2
720575940618712660,R1-6,877516,200.44,465.8
720575940624103209,R1-6,812892,421.8,24.2
720575940635434943,R1-6,870468,421.08,393
720575940640026165,R1-6,798528,385.2,70.1
720575940612969139,R1-6,868758,415.49,390.4
720575940629213127,R8,836408,384.89,325.5
720575940623891917,R1-6,825500,359.04,37.8
720575940632504680,R1-6,818344,367.9,93.2
720575940616898098,R1-6,819408,73.5,141.4
720575940640255139,R1-6,857040,14.54,298.6
720575940620697941,R1-6,819384,482.84,47.8
720575940626530704,R1-6,836212,246.1,11
720575940625492455,R1-6,859588,292.16,142.8
720575940638837338,R1-6,873956,120.36,466.2
720575940624569066,R1-6,873224,298.58,257
720575940640396861,R1-6,865376,252.44,425
720575940615424674,R1-6,834916,309.74,121.6
720575940621187265,R1-6,864840,92.2,291.4
720575940630589378,R1-6,831132,80.82666666666671,95.2
720575940639215686,R1-6,871852,250.06,276.8
720575940619768734,R1-6,859672,5.38,338.6
720575940648565892,R7,779508,72.5,145
720575940631547991,R8,827364,313.4,81
720575940622628852,R1-6,851584,302.96,127
720575940622594586,R1-6,852668,54.54,290.6
720575940640681816,R1-6,824672,199.22,45
720575940623924248,R1-6,879684,377.48,279
720575940632922951,R1-6,821272,497.32,39.2
720575940619839646,R1-6,875744,164.14,499.4
720575940630825772,R1-6,811637.3333333334,45.446666666666715,51.4
720575940645689892,R7,819772,62.04,297.4
720575940624147396,R1-6,843736,382.84,105.8
720575940606684593,R1-6,825972,35.1,102
720575940622426484,R1-6,811746,292,1.2
720575940631406329,R8,800612,366.38,102
720575940605861036,R1-6,855460,362.64,187.6
720575940632050986,R8,818612,20.7,297.4
720575940628201786,R8,842004,168.72,429.8
720575940629862811,R1-6,858648,120.46,232
720575940636028664,R8,827536,86.96,297.4
720575940629372521,R7,840216,249.9,388.6
720575940617996249,R1-6,829072,247.28,116
720575940609505545,R7,832798,322.88,368.3
720575940628128275,R7,835404,262.78,308
720575940606470846,R1-6,828916,183.63,39.5
720575940617695778,R1-6,840824,86.7,262.4
720575940621117121,R7,834004,472.18,426.2
720575940627236636,R1-6,818588,393.98,67.2
720575940625261547,R7,851604,371.08,257
720575940606689713,R7,839164,311.82,176.5
720575940616213314,R1-6,872136,509.56,350.6
720575940629313641,R1-6,820348,298.8,72.2
720575940620259377,R7,838286,194.23,415.7
720575940629391977,R1-6,867356,305.52,180.4
720575940631590085,R1-6,832692,117.28,80.4
720575940623756824,R1-6,834332,202.38,65.8
720575940625492152,R8,763128,52.32,141.4
720575940630354170,R1-6,827676,231.48,61.4
720575940621474330,R7,831860,314.48,273.4
720575940617914841,R1-6,840960,308.02,42.8
720575940628129413,R1-6,848106.6666666666,221.37333333333342,137.8
720575940622770458,R1-6,826145,368.06,75.4
720575940623740621,R1-6,868144,456,348.2
720575940631008060,R1-6,834952,133.02,80.6
720575940618398498,R1-6,829664,424.88,64.8
720575940608310402,R1-6,865836,446.96,402.6
720575940616743218,R1-6,851416,23.9,208.6
720575940614640815,R7,801092,36.84,235.8
720575940607124707,R1-6,843708,31,214.8
720575940615436178,R7,836244,229.76,376
720575940648324996,R1-6,864120,163.26,437.2
720575940633942995,R1-6,824224,402.08,32.2
720575940606828465,R7,823088,29.04,338.4
720575940615454626,R1-6,860448,368.76,188.4
720575940614721199,R1-6,868848,386.38,386.8
720575940640006197,R1-6,871976,219.82,459
720575940618121565,R1-6,830048,424.32,44.8
720575940628793768,R1-6,835128,306.72,42
720575940626600378,R1-6,881404,365.18,409
720575940640310589,R1-6,834244,194.68,77.6
720575940624989960,R7,829912,17.36,386.2
720575940616712646,R1-6,881136,207.42,435.4
720575940617719099,R1-6,863804,197.32,259.6
720575940647182627,R7,826868,379.26,281.8
720575940611013678,R1-6,879152,421.64,345.4
720575940627618078,R1-6,861300,428.26,223.4
720575940628109578,R1-6,805656,502.24,32.6
720575940648386436,R1-6,872888,158.58,379.8
720575940625158206,R7,871512,287.34,226.6
720575940640885336,R1-6,870476,70.3,486.6
720575940616003990,R1-6,798520,413.98,44.4
720575940625790136,R1-6,840432,110.04,175
720575940627148234,R7,815580,465.92,254.6
720575940620089211,R8,829516,18.82,386.2
720575940620594000,R1-6,838716,344.88,156.8
720575940614884817,R1-6,866456,454.09,316.8
720575940613161386,R7,834744,133.54,297.6
720575940634774684,R1-6,868720,408.72,317.4
720575940645345828,R1-6,800720,90.02,80.6
720575940624336618,R1-6,864344,79.86,347.8
720575940615173799,R7,850476,96.28,303.6
720575940645163464,R1-6,804580,504.12,60.8
720575940627144323,R8,833368,412,297.4
720575940639837373,R8,841680,312.34,286.2
720575940647127940,R1-6,834860,209.18,142
720575940638602217,R1-6,860792,97.06,287
720575940636063339,R7,776036,183.74,132.4
720575940625486776,R1-6,872452,168.78,306.8
720575940635662271,R1-6,831628,139.68,94.6
720575940605571040,R1-6,871538,413.57,252.7
720575940627312729,R7,831032,139.62,329
720575940622719732,R1-6,811332,342.14,12.4
720575940629158140,R1-6,848132,382.74,142
720575940620925204,R1-6,870952,430.64,361
720575940638724698,R1-6,820772,371.42,33.8
720575940621459905,R7,829892,467.12,315.8
720575940620954477,R1-6,879360,424.06,301.6
720575940629362492,R1-6,880724,414.58,338.4
720575940655753633,R1-6,829884,222.34,152
720575940607824050,R1-6,876304,334.12,261.4
720575940606531811,R1-6,835116,60.54,80.4
720575940638844223,R1-6,847300,188.84,190.4
720575940621557743,R7,827564,11.9,415.6
720575940628008018,R1-6,838420,466.98,109.2
720575940624049034,R1-6,807672,87.74,145
720575940626462864,R7,823984,58.12,351.4
720575940628635304,R1-6,875512,157.4,402.4
720575940622664453,R1-6,865440,363.18,213.4
720575940631278807,R1-6,886380,225.46,415.4
720575940622896041,R1-6,883420,491.72,241.6
720575940619860022,R1-6,872008,429.7,426.8
720575940624149128,R1-6,829656,390.5,57.4
720575940611252526,R1-6,810560,62.68,61.8
720575940606437990,R1-6,818116,492.44,26.4
720575940624309139,R1-6,813396,125.36,64.2
720575940622057332,R8,844712,190.4,350.6
720575940632558184,R7,844468,215.78,425
720575940621019557,R1-6,869020,383.22,403.4
720575940640926592,R1-6,848184,190.16,176.4
720575940610806478,R1-6,852724,227.96,176.6
720575940627232954,R1-6,883732,288.34,387.6
720575940613514098,R7,827506,64.14,340.5
720575940620681552,R1-6,808344,493.84,24
720575940630873660,R1-6,871344,498.18,409.6
720575940624160038,R1-6,836216,193.84,91.6
720575940616858636,R8,808608,266.02,229.8
720575940623906815,R1-6,825292,475.64,95
720575940621777135,R1-6,809292,226.66,85.4
720575940637247333,R1-6,864796,398.08,399.2
720575940606723942,R1-6,805752,217,27.8
720575940605547488,R1-6,832784,157.68,67.8
720575940636386222,R1-6,851000,232.22,167.8
720575940627994122,R1-6,837140,431.64,50.8
720575940625091837,R7,843700,390.5,329.8
720575940625111696,R1-6,882112,287.28,182
720575940626774064,R7,831068,282.62,81
720575940629626923,R1-6,842916,132.4,185.6
720575940636024730,R1-6,836256,492.66,60.8
720575940618733140,R1-6,864568,134.92,435.8
720575940622562431,R1-6,832820,54.24,145.4
720575940634805667,R1-6,861992,429.6,314
720575940628243002,R7,799434,493.28,208.3
720575940630776108,R1-6,874268,172.45,325.5
720575940629048070,R1-6,861932,489.36,386.4
720575940606482022,R1-6,863560,507.92,203.8
720575940630171959,R8,797572,334.2,207.8
720575940635357024,R7,801456,368.98,102
720575940629228137,R1-6,885428,473.32,254.6
720575940641840948,R1-6,833368,242,20.2
720575940632860812,R1-6,866744,159.14,437.2
720575940625608124,R1-6,827988,351.72,88.4
720575940607890121,R8,867184,198.28,290.2
720575940621707430,R1-6,799388,252.24,18.8
720575940640368189,R1-6,803328,417.14,26.4
720575940639674200,R8,831276,152.08,297.6
720575940632974417,R1-6,845504,236.3,7.8
720575940632055311,R1-6,844488,241.2,7.8
720575940637268110,R1-6,847848,54.54,350.8
720575940616946630,R7,834618,109.4,339
720575940613094067,R1-6,815552,231.76,54.2
720575940628301224,R1-6,848716,481.14,350.6
720575940618282937,R1-6,853636,476.78,173.4
720575940619144000,R7,822968,75.48,297.6
720575940622520670,R1-6,865408,409.12,326
720575940624260646,R8,816324,476.62,215
720575940618086356,R1-6,860776,260.84,191.6
720575940634757145,R1-6,803864,184.76,75
720575940632100394,R1-6,854512,178.42,350.8
720575940617241275,R1-6,876216,248.56,477.2
720575940620406744,R1-6,841132,268.23,28.4
720575940645984366,R1-6,846404,22.94,267
720575940616150431,R1-6,839500,333.38,64.8
720575940635568026,R7,783392,486.96,171.6
720575940640445555,R1-6,863264,53.78,357.4
720575940638818025,R1-6,808024,235.36,93.4
720575940628570088,R1-6,862872,501.98,404
720575940624306579,R1-6,829900,486.48,105.6
720575940624992747,R1-6,855524,166.52,199.2
720575940636704879,R1-6,839252,467.78,116.2
720575940632852817,R1-6,875762,400.95,308.5
720575940618798619,R1-6,850240,42.34,207.6
720575940628103762,R1-6,795932,417.22,44.4
720575940640315701,R1-6,801288,333.48,38.2
720575940623917336,R1-6,808994,315.49,32.1
720575940627277340,R1-6,811528,486.64,24
720575940630314110,R7,888492,499.42,350.6
720575940639989181,R8,842124,202.96,350.6
720575940639003455,R8,814688,344.86,239.2
720575940625734439,R1-6,840824,58.76,173.6
720575940643054733,R8,853160,236.96,310.8
720575940627747721,R1-6,866228,458.5,305
720575940626717114,R7,826052,266.68,251.4
720575940624444686,R1-6,804544,178.2,34.2
720575940611758034,R8,822464,198.88,277.4
720575940622397168,R7,839444,52.7,352.2
720575940625634830,R8,838200,223.24,323.6
720575940631907346,R1-6,890884,480.94,326
720575940625417447,R7,817960,32.62,299.2
720575940620609365,R1-6,802836,48.96,78.4
720575940630906167,R1-6,816800,485.08,56.2
720575940624221832,R1-6,818586,228.07,8.4
720575940627800701,R1-6,798252,498.6,16.6
720575940606316222,R1-6,820144,32.84,53.6
720575940621660781,R1-6,801704,487.06,31.8
720575940627721624,R1-6,827650,369.54,77.1
720575940630572738,R1-6,817684,467.4,24.4
720575940613086181,R1-6,829840,85.28,80.4
720575940629200369,R1-6,860224,164.88,175.4
720575940632504387,R1-6,850716,495.9,164.6
720575940613904355,R1-6,819436,60.14,80.4
720575940621106597,R1-6,824412,207.18,7.4
720575940626642725,R1-6,848556,331.5,201.6
720575940624798391,R1-6,844912,137.26,199.6
720575940628251273,R1-6,840696,263.9,44.6
720575940644422816,R1-6,870568,94.98,511.4
720575940626508325,R1-6,879088,237.56,313.8
720575940619199557,R1-6,847156,380.2,107.8
720575940627302019,R1-6,852840,472.62,69.8
720575940655842209,R1-6,873704,141.34,383.4
720575940628073554,R8,799096,308.6,80.6
720575940621592815,R1-6,810804,62.2,107.2
720575940605160550,R1-6,854252,485.44,245.4
720575940638646335,R1-6,859928,234.42,226.4
720575940631280889,R1-6,861704,123.15,362.8
720575940618950913,R1-6,881986,252.56,479
720575940629613840,R1-6,855756,21.32,468.2
720575940624852297,R1-6,866244,248,220
720575940622583284,R1-6,855704,30.84,313.2
720575940615460364,R1-6,819504,32.02,96.2
720575940632517955,R1-6,805980,120.2,80.6
720575940615385706,R7,840234,210.88,433.5
720575940611600504,R1-6,801512,400.62,34.6
720575940627515624,R1-6,820676,121.69,79.8
720575940618234769,R1-6,855440,213.02,173.2
720575940638119134,R1-6,867380,475.2,350.6
720575940611053892,R1-6,813428,177.36,89.8
720575940623253469,R1-6,833940,72.18,80.4
720575940636324276,R1-6,803568,405.66,17.8
720575940639827901,R1-6,877024,328.78,424.2
720575940620620112,R1-6,869300,300.12,268.2
720575940626750666,R1-6,822088,443.8,80.2
720575940624152344,R8,827794,65.67,340.5
720575940622514815,R1-6,862732,268.54,253.4
720575940638835177,R1-6,836028,69.72,125.8
720575940632215594,R1-6,842220,24.36,214.8
720575940609667285,R1-6,870192,225.94,264.6
720575940635372183,R1-6,866882,191.93,432.9
720575940630306942,R8,828484,101.88,297.6
720575940639358790,R1-6,813672,361.12,100.6
720575940611588050,R8,823004,480.6,301.2
720575940627447897,R1-6,815720,181.9,171
720575940612629978,R1-6,855296,464.8,310.6
720575940631309164,R1-6,825772,10.94,98
720575940640318772,R1-6,851416,68.06,237.2
720575940623743768,R7,834068,241.9,253.6
720575940638026974,R7,827940,85.02,297.6
720575940613263333,R1-6,841480,76.18,80.6
720575940637495524,R1-6,819244,120.37,90.8
